ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
1825,PRASTERONE,,143  17,VAGINAL,0,0,0,0,0,15,NANOMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,1,2,288.431,3.8792,TRUE
1826,RUCAPARIB,,0,ORAL,187,47,17,70,36,6,MICROMOLAR,1.9,SOLUBILITY PH-INDEPENDENT LOW SOLUBILITY OF APPROXIMATELY 1 MG/ML ACROSS THE PHYSIOLOGICAL PH RANGE,3,2,323.371,2.9793,TRUE
1827,SAFINAMIDE,,0,ORAL,165,4.6,23,88,95,0,NaN,2.5,SOLUBILITY SOLUBLE IN WATER BUT SHOWS LOW SOLUBILITY (<0.4 MG/ML) AT PH 6.8 AND 7.5,2,3,302.349,2.3681,TRUE
1828,MIDOSTAURIN,,1829  1830  1852,ORAL,95.2,0,21,99.8,0,0,NaN,2,NaN,1,6,570.649,5.9068,FALSE
1829,M MIDOSTAURIN,1828,0,,0,0,32,99.8,0,0,NaN,0,NaN,2,6,556.622,5.2527,FALSE
1830,M MIDOSTAURIN,1828,0,,0,0,482,99.8,0,0,NaN,0,NaN,2,7,586.648,5.3977,FALSE
1831,NERATINIB,,0,ORAL,6433,281,14.6,99,0,0,NaN,5,SOLUBILITY SPARINGLY SOLUBLE AT PH 1.2 (32.90 MG/ML) AND INSOLUBLE AT APPROXIMATE PH 5.0 AND ABOVE (0.08 MG/ML OR LESS),2,8,557.054,5.93248,FALSE
1832,BETRIXABAN,,0,ORAL,2080,0,23,60,34,0,NaN,3.5,NaN,3,5,451.914,4.13517,TRUE
1833,ETELCALCETIDE,,0,INTRAVENOUS,796,7.66,84,47,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,21,13,1051.297,-15.842,FALSE
1834,NIRAPARIB,,0,ORAL,1220,16.2,36,83,73,2.51,MICROMOLAR,3,SOLUBILITY AQUEOUS OF 0.7 MG/ML TO 1.1 MG/ML ACROSS THE PHYSIOLOGICAL PH RANGE,2,4,320.396,2.5914,TRUE
1835,L-GLUTAMINE,,0,ORAL,13,0,1,0,0,1028,MICROMOLAR,0.5,NaN,2,4,145.138,-2.6709,TRUE
1836,DELAFLOXACIN,,0,ORAL INTRAVENOUS,39,14.1,3.7,84,58.8,20.3,MICROMOLAR,1,NaN,2,8,439.757,0.583,TRUE
1837,ENASIDENIB,,0,ORAL,55.8,0.74,137,98.5,57,27.4,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (LESS THAN 74 MCG/ML),3,8,473.381,4.2926,TRUE
1838,DEFLAZACORT,,1839,ORAL,0,0,0,0,0,0,NaN,1,NaN,1,7,441.524,2.5632,TRUE
1839,M DEFLAZACORT,1838,0,,0,0,0,40,0,0,NaN,0,NaN,2,6,399.487,1.9924,TRUE
1840,PLECANATIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,19,31,1677.883,-13.4871,FALSE
1841,BRIGATINIB,,0,ORAL,153,12.7,25,66,0,2.4,MICROMOLAR,2.5,NaN,2,9,584.105,5.09,FALSE
1842,TELOTRISTAT,1843,0,,0,152,5,99,0,1.1,MICROMOLAR,2,NaN,2,9,545.929,3.17542,FALSE
1843,TELOTRISTAT ETHYL,,1842,ORAL,0,2.7,0.6,99,0,7.6,NANOMOLAR,1.25,SOLUBILITY NEGLIGIBLE AT A PH OF 5 TO 9,2,9,574.991,4.98862,FALSE
1844,NALDEMEDINE,,0,ORAL,155,0,11,93.5,0,0,NaN,0.75,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,9,570.646,3.4798,FALSE
1845,RIBOCICLIB,,0,ORAL,1090,25.5,32,70,0,0,NaN,2.5,NaN,2,8,434.548,2.7964,TRUE
1846,EDARAVONE,,0,INTRAVENOUS ORAL,0,0,5.25,92,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,2,174.203,1.7992,TRUE
1847,VOXILAPREVIR,,0,ORAL,0,0,33,99,0,221,NANOMOLAR,4,SOLUBILITY IS PRACTICALLY INSOLUBLE (LESS THAN 0.1 MG/ML) BELOW PH 6.8,3,11,868.948,4.9565,FALSE
1848,VALBENAZINE,,1849,ORAL,92,7.2,15,99,49,0,NaN,0.75,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,418.578,3.5641,TRUE
1849,M VALBENAZINE,1848,0,,0,0,22,64,0,0,NaN,6,NaN,1,4,319.445,3.0299,TRUE
1850,GLECAPREVIR,,0,ORAL,0,0,6,97.5,0,712.4,NANOMOLAR,5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,11,838.878,3.8568,FALSE
1851,PIBRENTASVIR,,0,ORAL,0,0,13,99.9,0,98.9,NANOMOLAR,5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,12,1113.199,9.4475,FALSE
1852,M MIDOSTAURIN,1828,0,,0,0,482,99.8,0,0,NaN,0,NaN,2,7,586.648,5.3977,FALSE
1853,LEVOLEUCOVORIN,,33,INJECTION ORAL INTRAVENOUS,16.2,22.6,1.3,91,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,5,11,471.43,-3.4005,FALSE
1854,CALICHEAMICIN,,0,INJECTION,0,0,0,97,0,0,NaN,0,NaN,7,27,1409.398,2.42272,FALSE
1855,MAYTANSINE,,0,INJECTION,0,0,0,93,0,6,NANOMOLAR,0,NaN,3,11,738.3,3.8344,FALSE
1856,MMAE,,0,INJECTION INTRAVENOUS,0,0,0,75,0,0,NaN,0,NaN,4,8,717.993,3.5298,FALSE
1857,MACIMORELIN,,0,ORAL,0,0,4.1,0,0,0,NaN,1,NaN,6,4,474.565,1.8448,FALSE
1858,LATANOPROSTENE BUNOD,,1665,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,3,8,507.624,3.7665,FALSE
1859,BARICITINIB,,0,ORAL,76,8.9,12,50,80,0,NaN,1,NaN,1,7,371.426,1.09568,TRUE
1860,NETARSUDIL,,1861,OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,5,453.542,4.88964,TRUE
1861,M NETARSUDIL,1860,0,,0,0,0,0,0,0,NaN,0,NaN,3,4,321.38,2.4081,TRUE
1862,BENZHYDROCODONE,,16,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,5,403.478,3.715,TRUE
1863,ABEMACICLIB,,0,ORAL,690.3,0,18.3,96.3,45,0,NaN,8,NaN,1,8,506.605,4.93692,FALSE
1864,OZENOXACIN,,0,TOPICAL,0,0,0,82.5,0,0,NaN,0,NaN,1,6,362.409,2.42044,TRUE
1865,LOFEXIDINE,,0,ORAL,480,17.6,12,55,72,3.16,NANOMOLAR,4,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,259.136,2.7624,TRUE
1866,LOFEXIDINE,,0,ORAL,480,17.6,12,55,72,3.16,NANOMOLAR,4,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,259.136,2.7624,TRUE
1867,FOSTAMATINIB,,1868,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,14,578.45,1.8305,FALSE
1868,M FOSTAMATINIB,1867,0,,256,0,15,98.3,55,1.17,MICROMOLAR,1.5,NaN,3,10,470.461,3.6332,TRUE
1869,ANGIOTENSIN II,,0,INTRAVENOUS,0,0,0.016,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,12,14,1045.189,-5.5941,FALSE
1870,SECNIDAZOLE,,0,ORAL,42,1.5,17,5,0,245.3,MICROMOLAR,4,NaN,1,5,185.183,0.48052,TRUE
1871,SECNIDAZOLE,,0,ORAL,42,1.5,17,5,0,245.3,MICROMOLAR,4,NaN,1,5,185.183,0.48052,TRUE
1872,BENZNIDAZOLE,,0,ORAL,0,0,13,52,0,9.2,NANOMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,260.253,1.1077,TRUE
1873,VABORBACTAM,,0,INTRAVENOUS,18.6,10.9,1.68,33,0,170.7,MICROMOLAR,0,NaN,2,6,296.133,-0.8859,TRUE
1874,ERTUGLIFLOZIN,,0,ORAL,85.5,11.2,16.6,93.6,0,613.7,NANOMOLAR,1,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,4,7,436.888,1.3565,TRUE
1875,COPANLISIB,,0,INTRAVENOUS,871,17.9,39.1,84.2,0,964,NANOMOLAR,0,NaN,2,11,480.529,0.6618,FALSE
1876,LETERMOVIR,,0,ORAL INTRAVENOUS,45.5,0,12,99,94,22.7,MICROMOLAR,1.25,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,8,571.551,4.3727,FALSE
1877,COCAINE,,0,NASAL,3877,3096,1.3,88,0,142.4,NANOMOLAR,0.42,NaN,0,5,303.358,1.8677,TRUE
1878,AVATROMBOPAG,,0,ORAL,180,6.9,19,96,0,255.6,NANOMOLAR,5.5,SOLUBILITY PRACTICALLY INSOLUBLE AT PH 1 TO 11,1,10,648.662,5.2467,FALSE
1879,BICTEGRAVIR,,0,ORAL,0,0,17.3,99,0,13.6,MICROMOLAR,3,SOLUBILITY 0.1 MILLIGRAM PER MILLILITER IN WATER,2,6,449.385,1.6344,TRUE
1880,ACALABRUTINIB,,0,ORAL,34,159,0.9,97.5,25,694,NANOMOLAR,0.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER AT PH VALUES ABOVE 6,2,7,465.517,3.3126,TRUE
1881,TEZACAFTOR,,0,ORAL,271,1.31,15,99,0,11.4,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,7,520.504,3.3953,FALSE
1882,FOSNETUPITANT,,1726,INTRAVENOUS,124,90,0.96,92,0,9.3,MICROMOLAR,0.5,SOLUBILITY IS PH DEPENDENT 11.5 MILLIGRAM PER MILLILITER AT PH 10 AND 1.4 MILLIGRAM PER MILLILITER PH 2,0,7,687.598,5.10462,FALSE
1883,APALUTAMIDE,,1884,ORAL,276,1.3,72,96,100,12.5,MICROMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS MEDIA OVER A WIDE RANGE OF PH VALUES,1,5,477.443,3.53158,TRUE
1884,M APALUTAMIDE,1883,0,,0,0,0,95,0,12.7,MICROMOLAR,0,NaN,1,5,463.416,3.27088,TRUE
1885,STIRIPENTOL,,0,ORAL,0,0,8.7,99,0,0,NaN,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,234.295,2.8355,TRUE
1886,STIRIPENTOL,,0,ORAL,0,0,8.7,99,0,0,NaN,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,234.295,2.8355,TRUE
1887,AMIFAMPRIDINE,,0,ORAL,0,181,2.15,25.3,0,0,NaN,1.3,SOLUBILITY FREELY SOLUBLE IN WATER,2,3,109.132,0.246,TRUE
1888,MIGALASTAT,,0,ORAL,89,12.5,4,0,75,0,NaN,3,SOLUBILITY FREELY SOLUBLE IN AQUEOUS MEDIA WITHIN THE PH RANGE OF 1.2 TO 7.5,5,5,163.173,-2.9668,TRUE
1889,TECOVIRIMAT,,0,ORAL INTRAVENOUS,1030,31,20,79,0,5.6,MICROMOLAR,5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,376.334,2.4033,TRUE
1890,TRICLABENDAZOLE,,1891  1892,ORAL,0,0,8,96.7,0,1.16,MICROMOLAR,3.5,NaN,1,3,359.665,6.0373,FALSE
1891,M TRICLABENDAZOLE,1890,0,,65,0,14,98.4,0,38.6,MICROMOLAR,3.5,NaN,1,3,375.664,5.0528,FALSE
1892,M TRICLABENDAZOLE,1890,0,,0,0,11,98.8,0,2.29,MICROMOLAR,0,NaN,1,4,391.663,4.7189,TRUE
1893,SARECYCLINE,,0,ORAL,94.2,3,21.5,68.6,0,0,NaN,1.75,NaN,5,10,487.509,0.1138,TRUE
1894,SEGESTERONE ACETATE,,0,VAGINAL,1274,0,4.5,95,0,3,NANOMOLAR,0,NaN,0,4,370.489,4.1852,TRUE
1895,OMADACYCLINE,,0,ORAL INTRAVENOUS,190,34.6,16.8,20,34.5,1.93,MICROMOLAR,2.75,NaN,6,10,556.66,1.3223,FALSE
1896,SIPONIMOD,,0,ORAL,124,3.11,30,99.9,84,58.8,NANOMOLAR,4,NaN,0,5,515.596,5.438,FALSE
1897,PRUCALOPRIDE,,0,ORAL,567,19,24,30,90,19,NANOMOLAR,2.5,SOLUBILITY HIGHLY SOLUBLE IN ACIDIC AQUEOUS MEDIA,2,5,367.877,2.0878,TRUE
1898,PLAZOMICIN,,0,INTRAVENOUS,17.9,4.5,3.5,20,0,124,MICROMOLAR,0,NaN,11,15,592.691,-5.3611,FALSE
1899,GLYCOPYRRONIUM,,0,TOPICAL,27.3,0,0,0,0,0.25,NANOMOLAR,1,NaN,1,3,318.437,2.4563,TRUE
1900,GLYCOPYRRONIUM,,0,TOPICAL,27.3,0,0,0,0,0.25,NANOMOLAR,1,NaN,1,3,318.437,2.4563,TRUE
1901,GLYCOPYRRONIUM,,0,TOPICAL,27.3,0,0,0,0,0.25,NANOMOLAR,1,NaN,1,3,318.437,2.4563,TRUE
1902,CANNABIDIOL,,1903,ORAL,31906,1111,58.5,94,0,0,NaN,3.75,SOLUBILITY INSOLUBLE IN WATER,2,2,314.469,5.8465,FALSE
1903,M CANNABIDIOL,1902,0,,0,0,0,0,0,0,NaN,0,NaN,3,3,330.468,4.8189,TRUE
1904,ELAGOLIX,,0,ORAL,881,144,5,80,0,1.22,MICROMOLAR,1,SOLUBILITY FREELY SOLUBLE IN WATER,1,8,630.59,4.20032,FALSE
1905,ENCORAFENIB,,0,ORAL,164,14,3.5,86,86,0,NaN,2,SOLUBILITY INSOLUBLE IN WATER AT PH 3 AND HIGHER,3,9,540.021,3.9084,FALSE
1906,BINIMETINIB,,0,ORAL,92,20.2,3.5,97,50,0,NaN,1.6,SOLUBILITY INSOLUBLE IN WATER AT PH 4.5 AND HIGHER,3,6,441.232,3.0113,TRUE
1907,TAFENOQUINE,,0,ORAL,2470,4.2,396,99.5,0,317,NANOMOLAR,14,NaN,2,6,463.5,5.91082,FALSE
1908,TAFENOQUINE,,0,ORAL,2470,4.2,396,99.5,0,317,NANOMOLAR,14,NaN,2,6,463.5,5.91082,FALSE
1909,REVEFENACIN,,1910,INHALATION,218,0,46,71,3,0.26,NANOMOLAR,0.45,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,597.76,4.836,FALSE
1910,M REVEFENACIN,1909,0,,0,0,46,42,0,0.33,NANOMOLAR,0.45,NaN,1,7,597.736,4.1006,FALSE
1911,GLASDEGIB,,0,ORAL,188,6.45,17.4,91,77,3.3,MICROMOLAR,1.55,SOLUBILITY SOLUBLE IN WATER (1.7 MILLIGRAM PER MILLIMITER),3,4,374.448,3.39158,TRUE
1912,DORAVIRINE,,0,ORAL,60.5,6.36,15,76,64,2.26,MICROMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,425.754,2.65458,TRUE
1913,BALOXAVIR MARBOXIL,,1914,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,10,571.558,3.3912,FALSE
1914,BALOXAVIR,1913,0,,1180,10.3,79.1,93.4,0,199,NANOMOLAR,4,NaN,1,7,483.496,2.9775,TRUE
1915,LAROTRECTINIB,,0,ORAL,48,98,2.9,70,34,1.84,MICROMOLAR,1,SOLUBILITY FREELY SOLUBLE IN WATER AT PH 6.8,2,6,428.443,2.9475,TRUE
1916,MOXIDECTIN,,0,ORAL,2421,3.5,784,0,0,92.1,NANOMOLAR,4,SOLUBILITY SLIGHTLY SOLUBLE IN WATER (0.51 MILLIGRAM PER LITER),2,9,639.83,5.7289,FALSE
1917,LORLATINIB,,0,ORAL,305,11,24,66,81,1.42,MICROMOLAR,1.2,SOLUBILITY 0.17 MILLIGRAM PER MILLILITER,1,7,406.421,2.80068,TRUE
1918,RIFAMYCIN,,0,ORAL,0,0,0,80,0.1,12.5,NANOMOLAR,6,SOLUBILITY SOLUBLE IN WATER,6,12,697.778,4.75412,FALSE
1919,LUSUTROMBOPAG,,0,ORAL,39.5,1.1,27,99.9,0,187.7,NANOMOLAR,7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,590.549,7.1889,FALSE
1920,ERAVACYCLINE,,0,INTRAVENOUS,321,0,20,90,0,3.8,MICROMOLAR,0,NaN,6,10,558.563,0.294,FALSE
1921,DUVELISIB,,0,ORAL,28.5,4.2,4.7,98,42,3.6,MICROMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,416.872,4.4835,TRUE
1922,IVOSIDENIB,,0,ORAL,234,4.3,93,94,0,7.7,MICROMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS SOLUTIONS BETWEEN PH 1.2 AND 7.4,1,6,582.97,4.32458,FALSE
1923,SOLRIAMFETOL,,0,ORAL,199,19.5,7.1,16.3,95,0,NaN,2,SOLUBILITY FREELY SOLUBLE IN WATER,2,3,194.234,0.6517,TRUE
1924,DACOMITINIB,,0,ORAL,1889,24.9,70,98,80,230,NANOMOLAR,6,NaN,2,6,469.948,5.1551,FALSE
1925,GILTERITINIB,,0,ORAL,1092,14.85,113,94,0,0.67,MICROMOLAR,5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,3,10,552.724,2.6972,FALSE
1926,BREXANOLONE,,0,INTRAVENOUS,195,65,9,99,0,163,NANOMOLAR,0,NaN,1,2,318.501,4.5952,TRUE
1927,TALAZOPARIB,,0,ORAL,420,6.45,90,74,0,43,NANOMOLAR,1.5,NaN,2,6,380.358,2.6285,TRUE
1928,TAFAMIDIS,,0,ORAL,18.5,0.263,49,99,0,0,NaN,4,NaN,0,4,307.112,3.1651,TRUE
1929,ERDAFITINIB,,0,ORAL,29,0.362,59,99.8,0,3.1,MICROMOLAR,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,8,446.555,4.1836,TRUE
1930,ALPELISIB,,0,ORAL,114,9.2,8.5,89,0,5.6,MICROMOLAR,3,NaN,2,5,441.479,3.83502,TRUE
1931,ISTRADEFYLLINE,,0,ORAL,557,4.6,83,98,0,0,NaN,4,SOLUBILITY 0.6 MICROGRAM PER MILLILITER IN WATER,0,8,384.436,2.1241,TRUE
1932,CEFIDEROCOL,,0,INTRAVENOUS,18,5.18,2.5,50,0,119.3,MICROMOLAR,0,NaN,5,15,751.22,-1.5164,FALSE
1933,LUMATEPERONE,,0,ORAL,266.5,27.9,18,97.4,4.4,0,NaN,1.5,NaN,0,4,393.506,3.9165,TRUE
1934,AMISULPRIDE,,0,INTRAVENOUS,171,24.1,4.5,27.5,0,541.6,NANOMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,369.487,1.2851,TRUE
1935,AMISULPRIDE,,0,INTRAVENOUS,171,24.1,4.5,27.5,0,541.6,NANOMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,369.487,1.2851,TRUE
1936,OZANIMOD,,1937  1938  1939,ORAL,5590,192,21,98.2,0,0.6,NANOMOLAR,7,SOLUBILITY FREELY SOLUBLE IN WATER,2,7,404.47,3.63168,TRUE
1937,M OZANIMOD,1936,0,,0,0,264,99.8,0,19.4,NANOMOLAR,0,NaN,0,6,359.385,4.19138,TRUE
1938,M OZANIMOD,1936,0,,0,0,264,99.3,0,0,NaN,0,NaN,1,6,361.401,4.04208,TRUE
1939,M OZANIMOD,1936,0,,0,0,264,99.3,0,0,NaN,0,NaN,1,6,361.401,4.04208,TRUE
1940,BREMELANOTIDE,,0,SUBCUTANEOUS,25,6.5,2.7,21,100,71,NANOMOLAR,1,NaN,13,11,1025.182,-3.5937,FALSE
1941,AFAMELANOTIDE,,0,SUBCUTANEOUS,0,0,15,0,0,2.2,NANOMOLAR,36,SOLUBILITY FREELY SOLUBLE IN WATER,22,21,1646.874,-7.2541,FALSE
1942,PITOLISANT,,0,ORAL,700,43.9,20,93.5,90,247,NANOMOLAR,3.5,SOLUBILITY SOLUBLE IN WATER,0,2,295.854,4.1652,TRUE
1943,LASMIDITAN,,0,ORAL,0,0,5.7,57.5,0,0,NaN,1.8,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,377.366,3.2757,TRUE
1944,TRIFAROTENE,,0,TOPICAL,0,0,5.5,99.9,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,458.578,4.6529,TRUE
1945,BEMPEDOIC ACID,,0,ORAL,18,0.68,21,99.3,0,59.8,MICROMOLAR,3.5,SOLUBILITY INSOLUBLE IN WATER,1,5,342.476,1.8005,TRUE
1946,LEFAMULIN,,0,ORAL INTRAVENOUS,86.1,11.9,8,94.8,25,7,MICROMOLAR,1.4,NaN,3,7,507.737,3.8668,FALSE
1947,UPADACITINIB,,0,ORAL,0,0,11,52,0,0,NaN,3,SOLUBILITY 0.2 TO 38 MILLIGRAM / MILLILITER,2,4,380.374,2.9079,TRUE
1948,TAZEMETOSTAT,,0,ORAL,1230,274,3.1,88,33,1.45,MICROMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,572.75,4.73466,FALSE
1949,UBROGEPANT,,0,ORAL,350,87,6,87,0,0,NaN,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,5,549.553,3.5306,FALSE
1950,TENAPANOR,,0,ORAL,0,0,0,99,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,6,12,1145.07,6.1566,FALSE
1951,PEXIDARTINIB,,0,ORAL,187,5.1,26.6,99,0,20.6,MICROMOLAR,2.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,417.822,5.228,FALSE
1952,DIROXIMEL,,1624,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,6,255.226,-0.5922,TRUE
1953,LEMBOREXANT,,0,ORAL,1970,0,19,94,0,0,NaN,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,410.424,3.74204,TRUE
1954,DAROLUTAMIDE,,1956,ORAL,119,6.96,20,92,30,12,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS MEDIUM,3,6,398.854,2.67008,TRUE
1955,DAROLUTAMIDE,,1956,ORAL,119,6.96,20,92,30,12,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS MEDIUM,3,6,398.854,2.67008,TRUE
1956,M DAROLUTAMIDE,1954  1955,0,,0,0,20,99.8,0,0,NaN,0,NaN,2,6,396.838,2.81938,TRUE
1957,FENFLURAMINE,,1959  1960,ORAL,773.5,24.8,20,50,71,294.2,NANOMOLAR,4.5,NaN,1,1,231.261,3.2459,TRUE
1958,FENFLURAMINE,,1959  1960,ORAL,773.5,24.8,20,50,71,294.2,NANOMOLAR,4.5,NaN,1,1,231.261,3.2459,TRUE
1959,M FENFLURAMINE,1957  1958,0,,0,0,0,0,0,0,NaN,0,NaN,1,1,203.207,2.5951,TRUE
1960,M FENFLURAMINE,1957  1958,0,,0,0,0,0,0,0,NaN,0,NaN,1,1,203.207,2.5951,TRUE
1961,FLORTAUCIPIR,,0,INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,1,2,263.275,3.9172,TRUE
1962,ELEXACAFTOR,,0,ORAL,53.7,1.18,29.8,99,80,14.6,MICROMOLAR,6,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (<1 MG/ML),1,10,597.664,4.02002,FALSE
1963,REMIMAZOLAM,,0,INTRAVENOUS,56.5,64.5,0.75,91,0,15.8,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,6,439.313,4.18352,TRUE
1964,SELINEXOR,,0,ORAL,125,17.9,7,95,0,1.53,MICROMOLAR,4,NaN,2,7,443.311,3.3867,TRUE
1965,FEDRATINIB,,0,ORAL,1770,13,114,92,0,3.44,MICROMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,8,524.691,4.82362,FALSE
1966,OPICAPONE,,0,ORAL,0,0,1.5,99,0,0,NaN,2,SOLUBILITY LIMITED AQUEOUS SOLUBILITY,2,8,413.173,3.28004,TRUE
1967,CEDAZURIDINE,,0,ORAL,296,30.3,6.7,64,20,1.39,MICROMOLAR,3,NaN,4,5,268.216,-1.5665,TRUE
1968,AVAPRITINIB,,0,ORAL,1200,19.5,44.5,98.8,0,1.63,MICROMOLAR,3,SOLUBILITY LOWER THAN 0.001 MILLIGRAM PER MILLILITER,1,10,498.57,2.6077,TRUE
1969,ENTRECTINIB,,1970,ORAL,551,19.6,20,99,0,3.13,MICROMOLAR,5,NaN,3,6,560.649,5.0269,FALSE
1970,M ENTRECTINIB,1969,0,,81.1,52.4,40,99,0,1.25,MICROMOLAR,0,NaN,4,6,546.622,4.6847,FALSE
1971,RIMEGEPANT,,0,ORAL,120,0,11,96,64,0,NaN,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,7,534.567,4.49,FALSE
1972,OSILODROSTAT,,0,ORAL,100,0,4,36.4,0,0,NaN,1,NaN,0,3,227.242,2.42948,TRUE
1973,RELEBACTAM,,0,INTRAVENOUS,19,8,1.2,22,0,64,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,3,6,348.381,-1.1424,TRUE
1974,CENOBAMATE,,0,ORAL,45,0.54,55,60,88,0,NaN,2.5,SOLUBILITY VERY SOLUBLE IN AQUEOUS SOLUTIONS (1.7 MILLIGRAM PER MILLILITER),1,6,267.676,1.1631,TRUE
1975,PRETOMANID,,0,ORAL,97,3.9,17.4,86.4,0,5.5,MICROMOLAR,5,NaN,0,7,359.26,2.6677,TRUE
1976,FOSTEMSAVIR,,1977,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER (> 250 MILLIGRAM PER MILLILITER),0,13,581.482,-0.09588,FALSE
1977,TEMSAVIR,1976,0,,29.5,66.4,11,88.4,26.9,3.74,MICROMOLAR,2,NaN,1,8,473.493,1.62792,TRUE
1978,ARTESUNATE,,1092,INTRAVENOUS,68.5,180,0.3,93,0,8.6,MICROMOLAR,0,NaN,0,8,383.417,1.2677,TRUE
1979,VOXELOTOR,,0,ORAL,338,6.7,35.5,99.8,0,11.3,MILLIMOLAR,2,SOLUBILITY INSOLUBLE IN WATER (APPROXIMATELY 0.03 MILLIGRAM PER MILLILITER),1,6,337.379,3.6231,TRUE
1980,ZANUBRUTINIB,,0,ORAL,881,182,3,94,0,1.15,MICROMOLAR,2,SOLUBILITY VERY SLIGHTLY SOLUBLE TO PRACTICALLY INSOLUBLE IN WATER,2,6,471.561,4.2226,TRUE
1981,SELPERCATINIB,,0,ORAL,191,6,32,97,73,5.6,MICROMOLAR,2,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,10,525.613,3.28438,FALSE
1982,TUCATINIB,,0,ORAL,1670,148,8.5,97.1,0,0,NaN,2,NaN,2,10,480.532,5.09352,FALSE
1983,CAPMATINIB,,0,ORAL,164,24,6.5,96,70,0,NaN,1.5,SOLUBILITY LOW SOLUBILITY IN WATER,1,6,412.428,3.429,TRUE
1984,TRIHEPTANOIN,,1985,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,6,428.61,5.8958,FALSE
1985,M TRIHEPTANOIN,1984,0,,0,280.1,0,80,0,319.9,MICROMOLAR,1.2,NaN,0,2,129.179,0.7067,TRUE
